Clock/Period Name,Min (ms),Max (ms),Mean (ms),Std. (ms),Periods > 20.00ms,CPU Usage
Sleep Spin,16.6698,23.3304,17.36175343999375,1.9504677,556,0.0%
Spin Lock,16.6668999375,16.687,16.66713432000625,0.0005538,0,99.97219102132807%
Sleep,16.933,31.3183,31.24713060000625,0.2032342,4999,0.0%
NS Sleep Spin,16.6706,23.6259,17.3605799,1.9466202,555,0.0%
NS Spin Lock,16.6669,16.6808,16.66717392,0.0004886,0,100.0094523519528%
NS Sleep,17.3262,31.5409,31.2460348,0.2137548,4999,0.0%
